level,remaining_spins,balance,total_spend,add_times
3,6194.0,4.498001,250,4
2,2620.0,2.6635017,250,4
2,2602.0,1.6644936,250,4
3,6175.0,3.329998,250,4
4,11532.0,6.1599884,250,4
3,6154.0,7.1625023,250,4
5,18621.0,2.4874878,250,4
1,834,5.3310013,250,4
7,43214.0,0.80249023,250,4
2,2610.0,3.6634903,250,4
3,6181.0,1.996994,250,4
4,11492.0,2.9935226,250,4
4,11533.0,1.4920082,250,4
10,190335.0,415.16968,100,1
4,11495.0,4.9914703,250,4
3,6157.0,4.994499,250,4
5,18456.0,3.1531677,250,4
1,828,0.9989929,250,4
6,28851.0,3.6405067,250,4
9,106199.0,2.0784988,250,4
2,2616.0,4.6635017,250,4
2,2600.0,2.3284948,250,4
3,6194.0,1.8300056,250,4
1,833,0.16550064,250,4
2,2611.0,2.8309975,250,4
2,2603.0,3.663494,250,4
8,63990.0,4.7723503,250,4
7,43194.0,2.1370277,250,4
10,190696.0,2031.5149,50,0
1,835,1.9990044,250,4
2,2616.0,15.831005,250,4
3,6165.0,20.663498,250,4
4,11468.0,4.4920654,250,4
5,18509.0,36.98706,250,4
1,842,4.3310013,250,4
8,63760.0,2.1020126,250,4
7,42969.0,3.467575,250,4
5,18629.0,1.6585999,250,4
3,6159.0,10.662487,250,4
5,18512.0,2.8216553,250,4
4,11532.0,3.3279915,250,4
5,18598.0,2.3194733,250,4
3,6188.0,3.1650085,250,4
5,18609.0,1.4914856,250,4
1,841,1.1655006,250,4
2,2613.0,14.997505,250,4
5,18568.0,3.8251076,250,4
2,2608.0,2.9975052,250,4
4,11530.0,3.8274918,250,4
2,2621.0,4.4975014,250,4
4,11539.0,2.827999,250,4
5,18383.0,5.1466446,250,4
3,6186.0,56.662502,250,4
6,29139.0,1.815609,250,4
3,6196.0,2.995514,250,4
4,11495.0,4.6594887,250,4
3,6186.0,1.8285062,250,4
3,6209.0,235.99449,250,4
6,29099.0,3.8125687,250,4
