level,remaining_spins,balance,total_spend,add_times
1,851,1.5996037,50,4
1,870,5.9998007,50,4
7,43126.0,0.05204773,50,4
2,2643.0,0.8662014,50,4
1,865,1.3995996,50,4
6,29010.0,1.5903804,50,4
8,64126.0,13.376395,50,4
1,851,0.9992008,50,4
1,860,1.0660019,50,4
1,862,1.0664005,50,4
3,6185.0,5.9319944,50,4
1,859,0.26600218,50,4
1,871,1.533001,50,4
1,862,2.2664003,50,4
3,6216.0,1.7325945,50,4
1,870,0.7329998,50,4
3,6226.0,4.731802,50,4
1,865,1.7997999,50,4
7,42861.0,1.9142721,50,4
2,2643.0,1.5324037,50,4
1,856,0.9996002,50,4
3,6211.0,0.26559448,50,4
2,2636.0,1.9993963,50,4
9,105421.0,0.81595325,50,4
3,6212.0,1.7323968,50,4
4,11571.0,0.33220053,50,4
1,873,0.6666002,50,4
5,18658.0,1.3957977,50,4
1,851,1.1989975,50,4
7,43259.0,0.3226335,50,4
5,18664.0,1.4630115,50,4
1,868,2.2666006,50,4
3,6216.0,1.4661951,50,4
2,2635.0,0.9324,50,4
1,866,1.1998005,50,4
4,11497.0,1.7971954,50,4
2,2642.0,1.3995981,50,4
9,105957.0,0.7603736,50,4
1,868,1.9999999,50,4
7,43119.0,1.719975,50,4
5,18519.0,0.7941966,50,4
2,2644.0,5.3324018,50,4
6,29164.0,1.9259968,50,4
1,868,1.5328004,50,4
1,865,0.99940157,50,4
4,11531.0,1.7319965,50,4
10,190489.0,433.1395,50,4
4,11509.0,0.59661055,50,4
7,42851.0,1.183423,50,4
3,6219.0,1.3983974,50,4
2,2626.0,1.7989979,50,4
1,862,1.9997997,50,4
1,853,1.8664007,50,4
1,862,2.266201,50,4
1,864,0.19940186,50,4
3,6208.0,0.532403,50,4
2,2643.0,1.732799,50,4
1,859,2.3995998,50,4
10,190808.0,1057.0795,40,3
1,871,0.19980025,50,4
1,863,1.1994009,50,4
1,856,0.46560097,50,4
1,867,1.3996005,50,4
3,6193.0,4.4651957,50,4
1,856,1.8664007,50,4
1,869,1.9331999,50,4
1,861,0.86619806,50,4
1,870,1.9330012,50,4
1,862,1.066,50,4
2,2631.0,1.0658007,50,4
1,860,2.1994007,50,4
2,2629.0,2.3324003,50,4
1,856,1.7994003,50,4
1,862,1.4664009,50,4
3,6200.0,1.9991927,50,4
1,864,1.4662006,50,4
2,2637.0,1.399199,50,4
7,43054.0,2.7186222,50,4
1,871,1.5330005,50,4
1,863,6.3329997,50,4
1,867,1.6664009,50,4
4,11508.0,1.1970158,50,4
1,866,0.9994011,50,4
1,867,1.533,50,4
9,104255.0,37.81205,50,4
2,2647.0,0.4662013,50,4
7,42742.0,0.7798042,50,4
5,18633.0,0.46343803,50,4
1,872,0.6664009,50,4
4,11527.0,1.7971902,50,4
6,29168.0,0.059452057,50,4
1,873,0.79999924,50,4
7,43124.0,1.450398,50,4
1,861,1.3996,50,4
5,18426.0,0.06099081,50,4
3,6185.0,1.9317911,50,4
1,860,1.5994015,50,4
1,870,1.132801,50,4
1,874,1.6666002,50,4
2,2647.0,1.9994037,50,4
5,18570.0,0.79519844,50,4
2,2630.0,1.4658003,50,4
1,865,1.8662004,50,4
4,11523.0,2.3971956,50,4
4,11554.0,0.06399441,50,4
4,11561.0,1.9982052,50,4
2,2646.0,0.46560147,50,4
4,11557.0,1.5981934,50,4
1,861,0.5332012,50,4
4,11560.0,0.5981941,50,4
2,2629.0,4.065791,50,4
4,11558.0,1.9312036,50,4
1,872,45.133,50,4
1,868,0.8662,50,4
1,868,0.3327999,50,4
4,11564.0,1.1979904,50,4
10,190927.0,1336.4098,40,3
5,18672.0,6.196186,50,4
4,11546.0,7.531597,50,4
10,190438.0,350.94138,30,2
3,6214.0,1.0655975,50,4
1,865,0.19960022,50,4
4,11515.0,1.7307873,50,4
4,11531.0,1.131403,50,4
5,18634.0,4.9973955,50,4
3,6217.0,0.79899883,50,4
1,851,0.33280182,50,4
1,863,0.19959927,50,4
3,6220.0,0.9324007,50,4
5,18394.0,0.39364767,50,4
6,28896.0,1.3232708,50,4
1,862,0.7996011,50,4
1,874,0.6666002,50,4
8,63585.0,0.17091656,50,4
2,2642.0,1.9996014,50,4
1,853,5.265598,50,4
3,6180.0,4.1975975,50,4
5,18632.0,0.7292304,50,4
3,6214.0,0.93219185,50,4
3,6210.0,1.4655962,50,4
5,18506.0,2.2610557,50,4
2,2633.0,0.9324002,50,4
4,11552.0,1.3305855,50,4
4,11550.0,1.5988135,50,4
5,18417.0,1.9266405,50,4
1,851,0.79920197,50,4
1,870,0.59980106,50,4
3,6217.0,1.3320014,50,4
2,2638.0,1.3325996,50,4
5,18599.0,2.5298333,50,4
5,18614.0,0.86240816,50,4
3,6196.0,1.3987999,50,4
3,6180.0,0.99879646,50,4
1,869,0.533,50,4
6,29063.0,1.7915428,50,4
2,2649.0,0.93280125,50,4
5,18634.0,1.1298027,50,4
4,11508.0,13.797197,50,4
1,852,0.73279834,50,4
1,868,1.7326007,50,4
1,873,1.8663998,50,4
1,870,0.13300133,50,4
1,867,2.7330005,50,4
3,6180.0,1.5330029,50,4
2,2645.0,1.9318023,50,4
4,11556.0,0.4653988,50,4
3,6211.0,1.732194,50,4
1,868,1.7998004,50,4
2,2626.0,3.3323956,50,4
2,2635.0,0.7993965,50,4
3,6217.0,3.064794,50,4
4,11557.0,0.2645979,50,4
2,2639.0,1.3994036,50,4
4,11529.0,0.06377888,50,4
1,865,1.5994005,50,4
1,854,0.5991993,50,4
1,861,0.9996009,50,4
3,6200.0,1.0645971,50,4
2,2647.0,1.2659998,50,4
1,872,1.8663998,50,4
4,11554.0,1.4639807,50,4
1,868,0.13300037,50,4
1,864,1.6662004,50,4
1,862,3.199601,50,4
3,6206.0,1.4659958,50,4
1,868,1.1998005,50,4
1,862,1.2661997,50,4
1,867,1.266201,50,4
1,864,0.533,50,4
1,862,0.5329988,50,4
1,872,0.9998002,50,4
3,6191.0,1.6651936,50,4
1,864,1.3330007,50,4
3,6215.0,7.1984024,50,4
1,872,0.46640015,50,4
1,869,0.9996004,50,4
1,865,0.26659966,50,4
2,2637.0,2.4658008,50,4
2,2635.0,1.7989998,50,4
1,870,0.06620026,50,4
1,869,0.53320026,50,4
2,2639.0,0.73279953,50,4
2,2649.0,0.5990038,50,4
1,865,0.5996008,50,4
1,866,0.26600075,50,4
1,874,1.9997997,50,4
1,867,0.5998001,50,4
1,870,1.2665997,50,4
1,867,1.5328004,50,4
5,18653.0,0.1960144,50,4
1,869,0.99980116,50,4
4,11569.0,0.5978012,50,4
1,863,1.7996006,50,4
3,6223.0,1.3321979,50,4
7,43127.0,1.9872694,50,4
1,857,1.533001,50,4
2,2629.0,5.665597,50,4
1,861,1.9324,50,4
9,105670.0,0.6880417,50,4
2,2648.0,7.7330017,50,4
1,852,0.99959993,50,4
1,871,1.9997997,50,4
5,18487.0,1.3936396,50,4
1,859,0.6660023,50,4
1,874,0.0,50,4
5,18619.0,0.7296245,50,4
1,874,1.9998007,50,4
1,869,0.46640015,50,4
5,18408.0,1.7922053,50,4
1,850,0.79900074,50,4
