level,remaining_spins,balance,total_spend,add_times
1,894,0.0,250,4
1,894,100.0,250,4
1,891,8.330002,250,4
1,893,303.33,250,4
1,894,0.0,250,4
1,894,33.33,250,4
1,894,100.0,250,4
6,29062.0,21.45842,250,4
1,894,25.0,250,4
1,894,16.665,250,4
1,893,33.33,250,4
1,894,0.0,250,4
1,894,8.33,250,4
1,885,61.66002,250,4
1,893,0.0,250,4
1,891,133.33002,250,4
1,884,234.99496,250,4
1,894,0.0,250,4
1,893,0.0,250,4
1,894,473.33002,250,4
1,886,13.324997,250,4
1,894,50.0,250,4
3,6214.0,41.639977,250,4
1,894,0.0,250,4
1,894,33.329998,250,4
1,894,0.0,250,4
1,894,45.0,250,4
1,874,29.984985,250,4
2,2652.0,3.309967,250,4
1,874,8.32502,250,4
1,887,46.664993,250,4
1,894,33.33,250,4
1,888,49.99501,250,4
1,894,16.665,250,4
1,892,30.0,250,4
1,887,4.994995,250,4
1,894,33.33,250,4
1,894,16.665,250,4
1,891,15.0,250,4
1,892,25.0,250,4
1,894,0.0,250,4
1,894,33.33,250,4
1,894,33.33,250,4
1,892,4.9999924,250,4
1,890,48.33,250,4
1,894,24.995,250,4
1,894,16.664999,250,4
1,894,0.0,250,4
1,894,33.33,250,4
1,894,43.33,250,4
1,892,69.990005,250,4
1,894,33.33,250,4
1,894,8.33,250,4
1,886,21.660011,250,4
1,894,0.0,250,4
1,875,26.660034,250,4
1,894,26.665,250,4
1,894,16.664999,250,4
1,894,25.0,250,4
1,894,8.33,250,4
1,894,25.0,250,4
1,894,0.0,250,4
1,894,0.0,250,4
1,893,78.33,250,4
1,894,25.0,250,4
1,893,649.995,250,4
1,893,16.665,250,4
1,890,49.995,250,4
1,892,26.665,250,4
2,2654.0,54.98491,250,4
2,2691.0,1306.665,250,4
1,892,156.66501,250,4
1,890,33.33001,250,4
1,894,66.665,250,4
1,894,41.659996,250,4
1,893,60.0,250,4
1,893,24.995003,250,4
1,890,48.33,250,4
1,894,16.664999,250,4
1,879,33.33001,250,4
1,894,0.0,250,4
1,893,25.0,250,4
1,893,49.995,250,4
1,894,33.329998,250,4
1,893,5.0,250,4
1,892,71.665,250,4
1,891,66.66,250,4
1,894,41.665,250,4
1,894,16.664999,250,4
1,894,16.664999,250,4
1,894,45.0,250,4
1,894,16.664999,250,4
1,893,18.330002,250,4
1,889,38.33,250,4
1,885,149.98999,250,4
1,888,274.99,250,4
1,893,46.665,250,4
1,881,49.989952,250,4
9,105007.0,13.492863,250,4
1,894,49.990005,250,4
1,894,0.0,250,4
6,28964.0,278.0789,250,4
1,894,35.0,250,4
1,891,16.665,250,4
1,894,8.330002,250,4
1,894,16.665,250,4
1,889,10.0,250,4
1,894,0.0,250,4
1,894,50.0,250,4
1,894,16.664999,250,4
1,894,0.0,250,4
1,892,38.33,250,4
3,6209.0,43.295288,250,4
1,894,16.664999,250,4
1,894,1016.665,250,4
1,894,8.330002,250,4
1,894,8.330002,250,4
3,6243.0,29.96997,250,4
1,893,56.665,250,4
1,888,9.990019,250,4
1,892,16.665009,250,4
1,890,18.32499,250,4
1,891,113.32501,250,4
2,2656.0,41.655014,250,4
1,894,16.664999,250,4
1,885,26.660019,250,4
1,891,14.995003,250,4
1,893,33.33,250,4
1,894,60.0,250,4
1,893,16.665,250,4
1,894,395.0,250,4
1,894,33.33,250,4
1,893,3.3300018,250,4
1,894,8.33,250,4
1,893,50.0,250,4
1,894,78.33,250,4
1,892,8.330002,250,4
1,876,49.99498,250,4
1,894,8.330002,250,4
1,888,11.665009,250,4
1,894,43.33,250,4
1,894,41.66,250,4
1,894,33.33,250,4
1,893,20.0,250,4
1,894,16.665,250,4
1,894,46.665,250,4
1,894,0.0,250,4
1,886,26.654999,250,4
1,894,24.995,250,4
2,2665.0,6.6600037,250,4
1,894,0.0,250,4
1,894,0.0,250,4
1,892,41.66501,250,4
1,894,25.0,250,4
1,894,0.0,250,4
1,893,6.665001,250,4
1,894,76.665,250,4
1,894,0.0,250,4
1,883,23.330017,250,4
9,104912.0,16.955017,250,4
1,893,36.665,250,4
1,894,33.33,250,4
1,894,0.0,250,4
1,893,8.330002,250,4
1,890,14.999992,250,4
1,894,0.0,250,4
1,878,6.659973,250,4
1,894,58.329998,250,4
1,888,8.330017,250,4
1,893,15.0,250,4
1,893,43.33,250,4
1,894,0.0,250,4
1,894,0.0,250,4
