level,remaining_spins,balance,total_spend,add_times
1,894,0.0,100,4
1,891,9.332001,100,4
1,894,13.332001,100,4
1,892,2.0,100,4
1,883,39.996002,100,4
1,894,13.332001,100,4
1,894,60.0,100,4
1,890,2.0,100,4
1,894,0.0,100,4
1,894,0.0,100,4
1,891,6.666,100,4
1,894,0.0,100,4
1,894,13.332001,100,4
1,894,0.0,100,4
1,892,2.0,100,4
4,11553.0,25.320084,100,4
1,893,6.6640005,100,4
1,892,2.0,100,4
1,893,13.332001,100,4
1,878,4.0,100,4
1,893,3.3320007,100,4
1,894,6.666,100,4
1,894,0.0,100,4
1,880,7.330002,100,4
1,894,6.666,100,4
2,2669.0,5.326004,100,4
1,892,6.6660004,100,4
1,893,13.332001,100,4
1,894,16.664001,100,4
1,893,16.0,100,4
3,6203.0,19.979965,100,4
1,894,10.0,100,4
4,11497.0,15.980072,100,4
1,894,42.0,100,4
2,2656.0,1.9960175,100,4
1,894,3.332,100,4
1,893,12.666,100,4
1,892,17.332,100,4
1,894,0.0,100,4
1,894,0.0,100,4
1,894,12.0,100,4
2,2683.0,344.662,100,4
1,894,70.0,100,4
1,894,0.0,100,4
1,892,10.0,100,4
1,894,13.332001,100,4
1,894,4.0,100,4
1,875,14.662002,100,4
6,29077.0,479.24304,100,4
1,894,6.6660004,100,4
1,889,9.332001,100,4
1,894,10.0,100,4
1,883,13.996002,100,4
1,885,31.998001,100,4
1,893,6.6640015,100,4
1,891,23.332,100,4
1,894,0.0,100,4
1,891,17.998001,100,4
1,894,19.996002,100,4
1,894,15.332001,100,4
1,894,10.0,100,4
1,894,6.6660004,100,4
1,886,18.664001,100,4
1,894,0.0,100,4
1,894,65.332,100,4
1,892,12.0,100,4
1,894,46.666,100,4
1,890,3.9980004,100,4
1,893,1.3320007,100,4
1,894,6.6660004,100,4
1,889,7.3320007,100,4
1,894,16.666,100,4
1,882,7.998001,100,4
1,894,0.0,100,4
1,891,15.332001,100,4
1,885,17.332,100,4
1,890,9.998001,100,4
1,894,0.0,100,4
1,893,28.664001,100,4
1,893,6.666,100,4
1,890,12.0,100,4
1,890,16.664001,100,4
1,894,6.6660004,100,4
1,885,7.9960017,100,4
1,894,22.666,100,4
3,6222.0,66.65396,100,4
1,893,114.664,100,4
1,894,164.0,100,4
1,890,4.6640015,100,4
1,891,30.666,100,4
1,894,0.0,100,4
7,43284.0,15.882004,100,4
1,893,18.0,100,4
1,894,32.0,100,4
1,889,10.0,100,4
1,894,16.664001,100,4
1,894,0.0,100,4
1,890,7.3320007,100,4
1,894,13.332,100,4
7,43126.0,3.2081146,100,4
1,894,6.6660004,100,4
1,891,20.0,100,4
1,891,6.6640005,100,4
1,894,21.998001,100,4
1,894,16.664,100,4
1,894,0.0,100,4
1,894,0.0,100,4
2,2649.0,1.3259735,100,4
1,894,16.0,100,4
1,894,0.0,100,4
5,18525.0,15.954468,100,4
3,6216.0,11.3199005,100,4
1,893,19.998001,100,4
1,894,0.0,100,4
1,894,14.666,100,4
3,6258.0,310.662,100,4
3,6213.0,61.986008,100,4
1,893,13.332001,100,4
1,894,0.0,100,4
1,893,3.332,100,4
1,894,0.0,100,4
1,892,19.998001,100,4
1,893,33.332,100,4
1,894,0.0,100,4
1,878,11.328003,100,4
1,894,0.0,100,4
1,887,3.3320007,100,4
1,894,3.3320007,100,4
1,892,6.0,100,4
1,894,10.0,100,4
1,894,0.0,100,4
1,893,13.332001,100,4
1,894,13.332,100,4
3,6245.0,41.32399,100,4
1,894,0.0,100,4
1,894,0.0,100,4
1,893,3.3320007,100,4
4,11587.0,1.9819946,100,4
1,894,0.0,100,4
1,893,10.666,100,4
1,893,0.0,100,4
2,2694.0,1878.6641,100,4
1,872,15.995987,100,4
1,893,6.6640015,100,4
1,891,12.0,100,4
1,894,26.666,100,4
2,2694.0,600.0,100,4
1,887,11.332001,100,4
1,894,3.3320007,100,4
1,894,42.0,100,4
2,2667.0,15.995972,100,4
1,893,9.998,100,4
1,891,0.0,100,4
1,888,16.666,100,4
1,894,6.6660004,100,4
1,891,21.332,100,4
1,894,19.998001,100,4
6,29169.0,20.584763,100,4
1,893,9.332001,100,4
1,893,19.998001,100,4
1,894,0.0,100,4
1,894,136.0,100,4
1,894,6.6660004,100,4
2,2653.0,0.66000366,100,4
1,893,86.666,100,4
1,892,8.666,100,4
1,892,2.6660004,100,4
1,891,2.6640015,100,4
2,2652.0,4.657959,100,4
1,891,13.330002,100,4
3,6212.0,15.988007,100,4
2,2650.0,9.323975,100,4
1,891,6.6660004,100,4
1,894,18.0,100,4
1,894,16.0,100,4
1,893,30.0,100,4
1,894,17.332,100,4
1,894,20.0,100,4
1,889,10.0,100,4
1,893,0.0,100,4
