level,remaining_spins,balance,total_spend,add_times
4,11473.0,0.86509514,100,4
4,11486.0,0.83209753,100,4
6,29018.0,0.6616869,100,4
10,190553.0,317.13727,60,2
7,42502.0,0.921895,100,4
3,6142.0,3.098895,100,4
3,6110.0,2.3322973,100,4
4,11463.0,0.43220854,100,4
3,6108.0,0.8986926,100,4
6,28983.0,1.6947244,100,4
6,28999.0,3.1620684,100,4
9,105956.0,0.31406164,100,4
4,11479.0,0.29830003,100,4
5,18580.0,0.8983033,100,4
10,190723.0,488.5349,60,2
5,18574.0,2.2648091,100,4
9,104531.0,0.0367198,100,4
3,6117.0,0.49909878,100,4
5,18430.0,1.2631965,100,4
10,190939.0,704.54114,60,2
5,18581.0,0.93050575,100,4
5,18559.0,0.3647021,100,4
5,18503.0,0.39788508,100,4
6,29040.0,0.4950261,100,4
5,18411.0,2.9641943,100,4
7,43184.0,0.89359343,100,4
4,11496.0,0.46519423,100,4
2,2561.0,0.8322997,100,4
8,63198.0,0.015113115,100,4
8,63121.0,3.8489265,100,4
5,18303.0,3.7291958,100,4
10,191366.0,1194.0438,100,4
9,104022.0,1.1650684,100,4
10,190680.0,528.60956,60,2
5,18554.0,0.53098214,100,4
6,29025.0,0.6944983,100,4
7,42976.0,0.19278216,100,4
3,6131.0,0.2988962,100,4
2,2571.0,0.599298,100,4
3,6142.0,11.865497,100,4
5,18536.0,0.8307924,100,4
5,18400.0,0.46291232,100,4
4,11408.0,1.0972005,100,4
5,18587.0,0.16410518,100,4
5,18533.0,0.8969997,100,4
5,18520.0,0.53130615,100,4
9,104819.0,0.5730345,100,4
5,18555.0,0.79750776,100,4
3,6131.0,0.13219666,100,4
9,106284.0,0.345783,100,4
5,18598.0,0.36438692,100,4
10,190797.0,580.60095,80,3
3,6124.0,0.8988967,100,4
4,11433.0,0.6313969,100,4
4,11495.0,1.1983033,100,4
5,18589.0,0.7645874,100,4
4,11431.0,0.7646897,100,4
4,11482.0,0.06559801,100,4
9,103852.0,0.33287066,100,4
7,43106.0,0.8267975,100,4
3,6133.0,2.4652963,100,4
5,18579.0,0.8311925,100,4
10,190628.0,662.63684,80,3
7,43053.0,1.9271829,100,4
5,18549.0,0.06398916,100,4
10,190629.0,429.6342,100,4
6,28981.0,0.62823105,100,4
8,64077.0,0.65621376,100,4
7,42670.0,3.289185,100,4
5,18459.0,0.630705,100,4
6,29079.0,0.46181965,100,4
3,6113.0,0.19879723,100,4
5,18350.0,1.2958833,100,4
1,777,0.032399416,100,4
6,29041.0,0.36186647,100,4
3,6132.0,26.132,100,4
5,18579.0,0.7649946,100,4
